Object,Price,Location,Link
"Sold  May 1, 2019 Very rare ancient Egyptian blue hippopotamus offering statue , 300 bc",$28.85,"Uk, United Kingdom",https://www.ebay.com/itm/Very-rare-ancient-Egyptian-blue-hippopotamus-offering-statue-300-bc/254211817397?hash=item3b30347fb5%3Ag%3AwecAAOSwI7Jcwt8I&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue faience lion/cat amulet ring, 300 bc",$60.35,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-faience-lion-cat-amulet-ring-300-bc/254211801014?hash=item3b30343fb6%3Ag%3AxXwAAOSw2cRcwtl0&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue faience scarab beetle, 300 bc",$17.12,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-faience-scarab-beetle-300-bc/264298963673?hash=item3d897222d9%3Ag%3A4vYAAOSw%7E2Bcwtgp&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue scarab beetle with hieroglyphics. 300 bc",$17.07,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-scarab-beetle-with-hieroglyphics-300-bc/254211789529?hash=item3b303412d9%3Ag%3AzIsAAOSwAmVcwtdg&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue glaze faience Pharaoh Head amulet, 300 bc",$5.25,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-glaze-faience-Pharaoh-Head-amulet-300-bc/254211785353?hash=item3b30340289%3Ag%3AysYAAOSwKbdcwtZQ&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue faience face amulet, 300 bc",$11.15,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-faience-face-amulet-300-bc/254211777800?hash=item3b3033e508%3Ag%3A5NcAAOSwKF1cwtQ-&LH_Auction=1
"Sold  May 1, 2019 Rare Large Ancient Egyptian Winged Scarab Beetle.664/332BC",$60.35,"Luxor, Egypt",https://www.ebay.com/itm/Rare-Large-Ancient-Egyptian-Winged-Scarab-Beetle-664-332BC/264298943922?hash=item3d8971d5b2%3Ag%3Azq4AAOSw7q5cwtNI&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian alabasta pyramid amulet, 300 bc",$7.22,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-alabasta-pyramid-amulet-300-bc/264298937478?hash=item3d8971bc86%3Ag%3AxHIAAOSwBDVcwtI2&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue eye of Horus amulet  , 300 bc",$10.89,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-eye-of-Horus-amulet-300-bc/254211764175?hash=item3b3033afcf%3Ag%3AJFwAAOSwhT1cws%7ED&LH_Auction=1
"Sold  May 1, 2019 Very rare ancient Egyptian blue glazed hippopotamus offering statue , 300 bc",$23.46,"Uk, United Kingdom",https://www.ebay.com/itm/Very-rare-ancient-Egyptian-blue-glazed-hippopotamus-offering-statue-300-bc/264298932454?hash=item3d8971a8e6%3Ag%3A11kAAOSwcT1cwtE4&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue faience ushabti shabti with hieroglyphics, 1000BC",$53.79,"staines, Middlesex, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-faience-ushabti-shabti-with-hieroglyphics-1000BC/254211766903?hash=item3b3033ba77%3Ag%3An2IAAOSw%7E-ZcwtCK&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue glazed Pharaoh bird  amulet, 300 bc",$17.72,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-glazed-Pharaoh-bird-amulet-300-bc/254211762383?hash=item3b3033a8cf%3Ag%3AKPQAAOSwAYlcws6Y&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian amulet Figure 300 bc",$17.26,"Kitchener, Ontario, Canada",https://www.ebay.com/itm/Rare-ancient-Egyptian-amulet-Figure-300-bc/254211760762?hash=item3b3033a27a%3Ag%3A%7ELQAAOSw5eBcws3T&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue pyramid  amulet ring , 300 bc",$14.50,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-pyramid-amulet-ring-300-bc/254211758233?hash=item3b30339899%3Ag%3ANAsAAOSwvpVcwszF&LH_Auction=1
"Sold  May 1, 2019 Rare Antiques Ancient Egyptian King Amenhotep ii Glazed Stone Egypt 1427-1397 BC",$76.54,"Luxor, Egypt",https://www.ebay.com/itm/Rare-Antiques-Ancient-Egyptian-King-Amenhotep-ii-Glazed-Stone-Egypt-1427-1397-BC/254215279314?hash=item3b306952d2%3Ag%3APpQAAOSwjyBcdZ0i&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue amulet ring 300 bc",$5.77,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-amulet-ring-300-bc/264298909543?hash=item3d89714f67%3Ag%3ALGcAAOSwGqVcwsvM&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue turtle amulet , 300 bc .",$6.56,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-turtle-amulet-300-bc/264298906553?hash=item3d897143b9%3Ag%3AoI4AAOSwNwpcwsrg&LH_Auction=1
"Sold  May 1, 2019 Rare ancient God Bess Egyptian blue glaze amulet, 300 /600 BC",$15.09,,
"Sold  May 1, 2019 Rare ancient Egyptian bronze bird pin , 300 bc",$15.09,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-bronze-bird-pin-300-bc/254211748064?hash=item3b303370e0%3Ag%3AVEkAAOSwDXxcwsko&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue Faience Isis amulet, 1069/945 BC",$15.09,"Kitchener, Ontario, Canada",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-Faience-Isis-amulet-1069-945-BC/254211746862?hash=item3b30336c2e%3Ag%3A7acAAOSwdilcwsjE&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian amulet , 300 bc",$19.68,"Kitchener, Ontario, Canada",https://www.ebay.com/itm/Rare-ancient-Egyptian-amulet-300-bc/264298889225?hash=item3d89710009%3Ag%3A63UAAOSwOsdcwsdI&LH_Auction=1
"Sold  May 1, 2019 Rare ancient Egyptian blue fish amulet , 300 bc",$17.28,"Uk, United Kingdom",https://www.ebay.com/itm/Rare-ancient-Egyptian-blue-fish-amulet-300-bc/254211740358?hash=item3b303352c6%3Ag%3AVhkAAOSwQQxcwsXe&LH_Auction=1
