Object,Price,Location,Link
"Sold  Jan 15, 2019 AUTHENTIC LATE / POST MEDIEVAL RING WITH INITIALS - WEARABLE",$4.52,"Benienzo, Spain",https://www.ebay.com/itm/AUTHENTIC-LATE-POST-MEDIEVAL-RING-WITH-INITIALS-WEARABLE/183621563570?hash=item2ac0b2b4b2%3Ag%3A-eEAAOSwKSlcMHJf&LH_Auction=1
"Sold  Jan 15, 2019 Ancient Viking Old Bronze FABULOUS STATUS Ring Runic Ornament VERY RARE",$53.00,"Moscow, Russian Federation",https://www.ebay.com/itm/Ancient-Viking-Old-Bronze-FABULOUS-STATUS-Ring-Runic-Ornament-VERY-RARE/183621558816?hash=item2ac0b2a220%3Ag%3AzeYAAOSwg1JcMHH2&LH_Auction=1
"Sold  Jan 15, 2019 Lot x2 Ancient VIKING SILVER HORSE HEAD ANIMAL BRACELETS 9-10 AD cent. RARE",$102.50,"Marrakech, Morocco",https://www.ebay.com/itm/Lot-x2-Ancient-VIKING-SILVER-HORSE-HEAD-ANIMAL-BRACELETS-9-10-AD-cent-RARE/173725603302?hash=item2872da55e6%3Ag%3AJvwAAOSwqkRcMXzZ&LH_Auction=1
"Sold  Jan 15, 2019 LOW OUTBID !! EXTREMELY Ancient VIKING SILVER RING museum quality ARTIFACT",$0.01,,
"Sold  Jan 15, 2019 LOW OUTBID !! EXTREMELY Ancient VIKING SILVER RING museum quality ARTIFACT",$35.00,,
"Sold  Jan 15, 2019 ANCIENT ROMAN VIKING BRONZE RING  museum  ARTIFACT VERY STUNNING",$1.99,"MARRAKECH., Morocco",https://www.ebay.com/itm/ANCIENT-ROMAN-VIKING-BRONZE-RING-museum-ARTIFACT-VERY-STUNNING/254054870573?hash=item3b26d9ae2d%3Ag%3A4jYAAOSwxtVcMTBU&LH_Auction=1
"Sold  Jan 15, 2019 ANCIENT VIKING SILVER BRACELET  quality artifact VERY AMAZING",$14.99,,
"Sold  Jan 15, 2019 Post Medieval period ring with ruby gemstone. 18 Century",$40.00,"Tartu, Estonia",https://www.ebay.com/itm/Post-Medieval-period-ring-with-ruby-gemstone-18-Century/192784031093?hash=item2ce2d2dd75%3Ag%3AqBgAAOSwYwZcNFTT&LH_Auction=1
"Sold  Jan 15, 2019 Post Medieval period belt buckles. 18 Century",$9.99,"Tartu, Estonia",https://www.ebay.com/itm/Post-Medieval-period-belt-buckles-18-Century/192784026765?hash=item2ce2d2cc8d%3Ag%3A8RAAAOSwe9FcNFMm&LH_Auction=1
"Sold  Jan 15, 2019 Amazing Ancient Bronze Ring silver color Still French Beautiful Quility",$1.00,"Marrakech, Morocco",https://www.ebay.com/itm/Amazing-Ancient-Bronze-Ring-silver-color-Still-French-Beautiful-Quility/132912708824?hash=item1ef236fcd8%3Ag%3ALNIAAOSwZ2FcNREu&LH_Auction=1
"Sold  Jan 15, 2019 Viking Lunitsa/Cross on Garnet necklace",$20.00,"Arnold, California, United States",https://www.ebay.com/itm/Viking-Lunitsa-Cross-on-Garnet-necklace/173741376673?hash=item2873cb04a1%3Ag%3A5zYAAOSwYUZcPQAS&LH_Auction=1
"Sold  Jan 15, 2019 Viking Twisted bronze finger ring GREAT CONDITION",$11.50,,
"Sold  Jan 15, 2019 Ancient Viking IRON AXE",$91.00,"Europe, Bulgaria, Bulgaria",https://www.ebay.com/itm/Ancient-Viking-IRON-AXE/202560844852?hash=item2f29913434%3Ag%3Af50AAOSwC9hcNPLS&LH_Auction=1
"Sold  Jan 14, 2019 Ancient bronze ring  Kievan Rus, Vikings 9-11 AD № 494/3(restoration).",$10.00,,
"Sold  Jan 14, 2019 ANCIENT VIKING BRONZE  RING  ARTIFACT  ARTIFACT VERY STUNING",$0.01,"SOUTH TIZNIT, Morocco",https://www.ebay.com/itm/ANCIENT-VIKING-BRONZE-RING-ARTIFACT-ARTIFACT-VERY-STUNING/254053787251?hash=item3b26c92673%3Ag%3Ag1EAAOSwGVFcFWOE&LH_Auction=1
"Sold  Jan 14, 2019  ANCIENT VIKING SILVER  BRACELET  artifact very Stunning",$19.99,,
"Sold  Jan 14, 2019 RARE VIKING ERA EXCAVATED KNIFE BLADE FOUND IN LATVIA",$81.00,"Marrakech, Morocco",https://www.ebay.com/itm/RARE-VIKING-ERA-EXCAVATED-KNIFE-BLADE-FOUND-IN-LATVIA/292908774096?hash=item4432b932d0%3Ag%3AIwQAAOSw8a9cM%7ERQ&LH_Auction=1
"Sold  Jan 14, 2019 900 AD Antique Classic Viking Spear Lance Halberd Spearhead N sword rapier",$28.00,"Laurel, Maryland, United States",https://www.ebay.com/itm/900-AD-Antique-Classic-Viking-Spear-Lance-Halberd-Spearhead-N-sword-rapier/192783784696?hash=item2ce2cf1af8%3Ag%3AcBsAAOSw6KxcM%7EKG&LH_Auction=1
