Object,Price,Location,Link
"Sold  Apr 22, 2019 VERY DECORATIVE PERSIAN ISLAMIC MIDDLE EASTERN AXE AMAZING DECORATION VERY RARE",$244.01,"Lummi Island, Washington, United States",https://www.ebay.com/itm/VERY-DECORATIVE-PERSIAN-ISLAMIC-MIDDLE-EASTERN-AXE-AMAZING-DECORATION-VERY-RARE/202654735060?hash=item2f2f29dad4%3Ag%3AUpYAAOSwL35ctR69&LH_Auction=1
"Sold  Apr 22, 2019 Damascene dagger Decorated with stones  Of copper, hand-engraved, old and rare",$99.00,,
"Sold  Apr 22, 2019 a key The palm of the hand With eye code Old and rare, of bronze",$5.50,"istanbul, Turkey",https://www.ebay.com/itm/a-key-The-palm-of-the-hand-With-eye-code-Old-and-rare-of-bronze/143219445690?hash=item21588b4fba%3Ag%3A-%7EoAAOSwXy1bx2eq&LH_Auction=1
"Sold  Apr 22, 2019 Two jugs of copper and colored porcelain are very rare  hand made",$0.99,"istanbul, Turkey",https://www.ebay.com/itm/Two-jugs-of-copper-and-colored-porcelain-are-very-rare-hand-made/143219444751?hash=item21588b4c0f%3Ag%3AcA4AAOSw4WVb5I7b&LH_Auction=1
"Sold  Apr 22, 2019 Ottoman lantern with inscriptions, handmade, very rare",$0.99,"istanbul, Turkey",https://www.ebay.com/itm/Ottoman-lantern-with-inscriptions-handmade-very-rare/143219443840?hash=item21588b4880%3Ag%3AB4wAAOSwx9lcEXYN&LH_Auction=1
"Sold  Apr 22, 2019 The key of the saint Written on it in Russian alphabet handmade Old and rare",$0.99,"istanbul, Turkey",https://www.ebay.com/itm/The-key-of-the-saint-Written-on-it-in-Russian-alphabet-handmade-Old-and-rare/143219442607?hash=item21588b43af%3Ag%3ADYwAAOSwYd5cNjEL&LH_Auction=1
"Sold  Apr 22, 2019 Antique خاتم هبهاب روحانيSpiritual Habhab engraved Scorpion on stone Bronze ring",$49.99,,
"Sold  Apr 21, 2019 Antique 17th-18th Century Persian Safavid Tinned Copper Bowl with Islamic Text",$202.50,"Lincoln, United Kingdom",https://www.ebay.com/itm/Antique-17th-18th-Century-Persian-Safavid-Tinned-Copper-Bowl-with-Islamic-Text/123735586701?hash=item1ccf37378d%3Ag%3AOBIAAOSw7DBcs7ZK&LH_Auction=1
"Sold  Apr 21, 2019 CIRCA 1200-1500AD ANCIENT ISLAMIC SELJUK GLAZED CAMEL STATUETTE SELJUK KINGDOM",$32.80,"Didcot, United Kingdom",https://www.ebay.com/itm/CIRCA-1200-1500AD-ANCIENT-ISLAMIC-SELJUK-GLAZED-CAMEL-STATUETTE-SELJUK-KINGDOM/153450995303?hash=item23ba645e67%3Ag%3AyJ0AAOSw2%7E1cstZg&LH_Auction=1
"Sold  Apr 21, 2019 BEAUTIFUL LATE MEDIEVAL ISLAMIC OTTOMAN SILVERED LUNAR SHAPED PENDANT",$6.17,,
"Sold  Apr 21, 2019 LOVELY LATE MEDIEVAL ISLAMIC OTTOMAN SILVERED PENDANT WITH BIRDS",$7.22,"Didcot, United Kingdom",https://www.ebay.com/itm/LOVELY-LATE-MEDIEVAL-ISLAMIC-OTTOMAN-SILVERED-PENDANT-WITH-BIRDS/153451104758?hash=item23ba6609f6%3Ag%3A57QAAOSwfGxcsvDZ&LH_Auction=1
"Sold  Apr 21, 2019 BEAUTIFUL LATE MEDIEVAL ISLAMIC OTTOMAN SILVERED LUNAR SHAPED PENDANT",$4.20,,
"Sold  Apr 21, 2019 FINEST CIRCA 1200-1400AD ANCIENT ISLAMIC GLAZED OIL LAMP SELJUK PERIOD",$36.73,,
